15029	25930
346492	379376
369537	380198
332228	380433
349881	382212
349881	382217
349881	382488
382502	382503
384918	384986
395173	395175
337605	397374
382059	397461
392452	397678
379465	397748
398738	398739
398978	398979
399028	399032
387899	400186
387904	400208
400471	400472
404587	404588
330091	405067
405449	419988
405463	420016
405465	420020
420127	420128
420157	420158
420349	420350
420351	420352
420369	420370
420471	420472
420523	420524
420639	420640
420667	420668
420769	420770
421003	421004
421105	421106
421139	421140
421187	421188
421243	421244
421267	421268
421271	421272
421275	421276
425289	425290
435206	435207
459378	459379
374850	461659
457795	462262
431975	465542
466218	466221
373344	466691
468384	468409
468594	468598
468849	468854
414650	468947
469004	469007
469000	469009
469005	469011
469081	469084
469076	469087
469079	469089
471049	471054
471255	471262
467678	471666
471760	471761
351532	473170
386555	474894
344013	474978
475445	475448
475446	475449
475447	475451
475469	475470
475486	475487
342439	476018
476588	476589
476796	476798
476808	476809
476811	476812
476815	476816
476819	476820
476822	476823
369894	476935
476227	477671
476630	477684
478206	478207
478215	478216
478221	478222
478267	478269
478635	478636
478741	478742
478740	478743
477087	478748
478938	478939
478966	478967
478978	478979
479027	479032
479326	479333
477061	479870
476484	480814
476238	480824
439990	480831
476234	480838
476228	480846
475764	480880
481195	481196
478788	481505
478144	481523
473019	481560
473017	481561
481566	481568
481595	481596
481617	481618
481625	481627
481657	481659
482794	482795
482704	482918
482701	482920
473014	483633
473009	483637
472998	483640
472986	483646
472970	483651
472933	483659
473023	484401
472981	484466
472974	484471
461522	484475
471387	484638
471137	484928
471133	484929
469440	485343
469436	485347
466655	485413
466284	485423
466274	485426
466269	485430
466246	485431
343962	485551
332420	485563
332436	485590
332485	485629
332524	485650
332568	485698
332569	485701
332591	485723
332603	485738
486671	486672
486721	486722
486979	486980
486988	486989
340494	487541
487542	487543
487603	487605
487664	487674
464766	487698
332613	487814
332631	487826
332718	488117
332738	488170
332751	488183
332747	488185
332782	488231
332797	488235
332884	488421
332899	488434
332908	488457
332920	488463
332942	488476
332947	488498
332967	488514
332972	488580
332971	488581
333007	488594
332999	488605
332916	488652
333051	488661
488763	488764
488763	488799
487086	488807
486988	488810
332991	489043
333044	489050
333123	489711
333118	489719
333155	489758
333197	489774
333226	489827
333224	489830
333237	489854
333258	489878
333295	489947
490780	490781
488753	492789
333350	492844
493297	493298
493904	494095
333585	496401
333542	496423
333504	496458
467996	496459
333498	496472
397378	497775
341137	497938
446098	499948
498000	501783
473086	502107
398948	502108
504885	504886
478741	509765
509769	509770
373339	509793
14218	513069
512922	514521
512510	514542
512441	514561
512815	515950
512166	515965
516325	516326
491193	524745
531442	531462
474930	535476
474913	535478
510479	537889
477621	545885
